id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0001193125-18-227777,Ivy Mid Cap Growth Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Mid Cap Growth Fund seeks to achieve its objective by investing primarily in common stocks of mid-capitalization companies that IICO believes are high quality and/or offer above-average growth potential. Under normal circumstances, the Fund invests at least 80% of its net assets in the securities of mid-capitalization companies, which, for purposes of this Fund, typically are companies with market capitalizations within the range of companies in the Russell Midcap Growth Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $2.44 billion and $35.58 billion.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Mid Cap Growth Fund.txt'},1.0
0001193125-18-227777,Ivy Mid Cap Income Opportunities Fund,,1,No,Listed Equities,Diversified,"1,0.95","Ivy Mid Cap Income Opportunities Fund seeks to achieve its objective by investing primarily in a diversified portfolio of income-producing common stocks of mid-capitalization companies that IICO believes demonstrate favorable prospects for total return. Under normal circumstances, the Fund invests at least 80% of its net assets in the securities of mid-capitalization companies, which, for purposes of this Fund, typically are companies with market capitalizations within the range of companies in the Russell Midcap Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $2.29 billion and $35.58 billion. The Fund focuses primarily on mid-capitalization companies that IICO believes have the ability to sustain, and potentially increase, dividends while providing capital appreciation over the long-term. The Fund also may invest, to a lesser extent, in companies that pay other",{'source': 'NLP_app\\MutualFundSummary\\Ivy Mid Cap Income Opportunities Fund.txt'},1.0
0001193125-18-227777,Ivy Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Ivy Municipal Bond Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in municipal bonds. The Fund mainly invests in municipal bonds of investment grade and of any maturity. Municipal bonds are obligations issued by or on behalf of states, territories and possessions of the United States (including the District of Columbia, Puerto Rico, the U.S. Virgin Islands and Guam), the interest on which is excludable from gross income for Federal income tax purposes, although a portion of such interest may be an item of tax preference for purposes of the Federal alternative minimum tax (AMT) (Tax Preference Item). Investment grade debt securities include debt securities rated BBB- or higher by S&P Global Ratings, a division of S&P Global Inc. (S&P), or comparably rated by another nationally recognized statistical rating organization (NRSRO) or, if unrated, determined by Ivy Investment Management Company (IICO), the Fund’s investment",{'source': 'NLP_app\\MutualFundSummary\\Ivy Municipal Bond Fund.txt'},2.0
0001193125-18-227777,Ivy Municipal High Income Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Ivy Municipal High Income Fund <head_breaker>

Ivy Municipal High Income Fund

Objective

To seek to provide a high level of current income that is not subject to Federal income tax.

Fees and Expenses",{'source': 'NLP_app\\MutualFundSummary\\Ivy Municipal High Income Fund.txt'},2.0
0001193125-18-227777,Ivy Natural Resources Fund,,1,No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"1,0.95","Ivy Natural Resources Fund

<head_breaker>

Ivy Natural Resources Fund

Objective

To seek to provide capital growth and appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in funds within the Ivy Funds and/or InvestEd Portfolios. More information about these and other discounts is available from your financial professional, as well as in the Sales Charge Reductions section on page 255 of the Fund’s prospectus, in the Purchase, Redemption and Pricing of Shares section on page 146 of the Fund’s statement of additional information (SAI) and in Appendix B — Intermediary Sales Charge Discounts and Waivers. The Fund’s Class B shares are not available for purchase by new or existing investors, but are available for dividend reinvestment and exchanges.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Ivy Natural Resources Fund.txt'},1.0
0001193125-18-227777,Ivy Science and Technology Fund,,1,No,Sub-investment grade securities or emerging markets,Concentrated by issuer / sector / jurisdiction,"1,0.95","Ivy Science and Technology Fund invests primarily in the equity securities of science and technology companies around the globe. Under normal circumstances, the Fund invests at least 80% of its net assets in securities of science or technology companies. Such companies may include companies that, in the opinion of IICO, derive a competitive advantage by the application of scientific or technological developments or discoveries to grow their business or increase their competitive advantage. Science and technology companies are companies whose products, processes or services, in the opinion of IICO, are being, or are expected to be, significantly benefited by the use or commercial application of scientific or technological developments or discoveries. The Fund also may invest in companies that utilize science and/or technology as an agent of change to significantly enhance their business opportunities. The Fund may invest in securities issued by companies of any size, and may invest",{'source': 'NLP_app\\MutualFundSummary\\Ivy Science and Technology Fund.txt'},1.0
0001193125-18-227777,Ivy Securian Core Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Ivy Securian Core Bond Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in bonds (for this purpose, “bonds” includes any debt security with an initial maturity greater than one year). The Fund invests in a variety of primarily investment-grade debt securities (including bonds rated BBB- or higher by S&P Global Ratings, a division of S&P Global Inc. (S&P), or comparably rated by another nationally recognized statistical rating organization (NRSRO) or, if unrated, determined by IICO, or Securian Asset Management, Inc. (Securian AM), the Fund’s subadviser, to be of comparable quality), which include corporate debt securities, residential and commercial mortgage-backed securities, debt securities issued or guaranteed by the U.S. government or any of its agencies or instrumentalities (U.S. government securities) and other asset-backed securities. Certain of the mortgage-backed securities in which the Fund may invest are not backed",{'source': 'NLP_app\\MutualFundSummary\\Ivy Securian Core Bond Fund.txt'},2.0
0001193125-18-227777,Ivy Securian Real Estate Securities Fund,,1,No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"0,0","Principal Investment Strategies

Ivy Securian Real Estate Securities Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in the securities of companies in the real estate or real estate-related industries. “Real estate” securities include securities of issuers that receive at least 50% of their gross revenue from the construction, ownership, leasing, management, financing or sale of residential, commercial or industrial real estate. “Real estate-related” securities include securities issued by companies primarily engaged in businesses that sell or offer products or services that are closely related to the real estate industry. The Fund does not directly invest in real estate.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Securian Real Estate Securities Fund.txt'},
0001193125-18-227777,Ivy Small Cap Core Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Small Cap Core Fund seeks to achieve its objective by investing primarily in various types of equity securities of small-capitalization companies that IICO believes have the greatest potential for capital appreciation. Under normal circumstances, at least 80% of the Fund’s net assets will be invested, at the time of purchase, in common stocks of small-capitalization companies. For purposes of this Fund, small-capitalization companies typically are companies with market capitalizations within the range of companies in the Russell 2000 Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $51.89 million and $6.69 billion.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Small Cap Core Fund.txt'},1.0
0001193125-18-227777,Ivy Small Cap Growth Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Small Cap Growth Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in common stocks of small-capitalization companies. For purposes of this Fund, small-capitalization companies typically are companies with market capitalizations within the range of companies in the Russell 2000 Growth Index at the time of acquisition. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), this range of market capitalizations was between approximately $51.88 million and $6.69 billion. The Fund emphasizes smaller companies positioned in new or emerging industries where IICO believes there is opportunity for higher growth than in established companies or industries. The Fund’s investments in equity securities may include common stocks that are offered in initial public offerings (IPOs).",{'source': 'NLP_app\\MutualFundSummary\\Ivy Small Cap Growth Fund.txt'},1.0
